Reporting Organization,Operating Unit,Activity Name,Activity Code,Indicator Code,Indicator Origin,Disaggregate Country,Disaggregate Commodity,UDN,Disaggregate Code,Disaggregate Name,Fiscal Year,Collection Period Name,Collection Review Status,Initiative Review Status,Target,Actual,Deviation,Deviation Narrative,Is Disaggregate Blank,Collection Period Comments
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.1.4,3.1.4,Disaggregates Not Available,2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,0,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.1.4,3.1.4,Disaggregates Not Available,2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.1.5,3.1.5,Neither,2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.1.5,3.1.5,Neither,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.1.5,3.1.5,Neither,2023,FY2023-Qtr3,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.1.5,3.1.5,Neither,2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,0,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.1.5,3.1.5,Neither,2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2,3.2,Age Category of individuals participating (no double counting),2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2,3.2,Age Category of individuals participating (no double counting),2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2,3.2,Age Category of individuals participating (no double counting),2023,FY2023-Qtr3,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2,3.2,Age Category of individuals participating (no double counting),2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,0,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2,3.2,Age Category of individuals participating (no double counting),2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.1,3.2.1,"School-aged children (only for total reached by USG school feeding programs, regardless of actual age)",2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.1,3.2.1,"School-aged children (only for total reached by USG school feeding programs, regardless of actual age)",2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.1,3.2.1,"School-aged children (only for total reached by USG school feeding programs, regardless of actual age)",2023,FY2023-Qtr3,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.1,3.2.1,"School-aged children (only for total reached by USG school feeding programs, regardless of actual age)",2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,0,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.1,3.2.1,"School-aged children (only for total reached by USG school feeding programs, regardless of actual age)",2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.2,3.2.2,15-29,2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.2,3.2.2,15-29,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.2,3.2.2,15-29,2023,FY2023-Qtr3,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.2,3.2.2,15-29,2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,0,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.2,3.2.2,15-29,2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.3,3.2.3,30+,2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.3,3.2.3,30+,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.3,3.2.3,30+,2023,FY2023-Qtr3,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.3,3.2.3,30+,2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,0,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.3,3.2.3,30+,2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.4,3.2.4,Not Applicable (for household members counted from HH-level interventions),2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.4,3.2.4,Not Applicable (for household members counted from HH-level interventions),2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.4,3.2.4,Not Applicable (for household members counted from HH-level interventions),2023,FY2023-Qtr3,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.4,3.2.4,Not Applicable (for household members counted from HH-level interventions),2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,0,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.4,3.2.4,Not Applicable (for household members counted from HH-level interventions),2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.5,3.2.5,Disaggregates Not Available,2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.5,3.2.5,Disaggregates Not Available,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.5,3.2.5,Disaggregates Not Available,2023,FY2023-Qtr3,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.5,3.2.5,Disaggregates Not Available,2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,0,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.2.5,3.2.5,Disaggregates Not Available,2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3,3.3,Type of individuals participating (double-counting allowed),2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3,3.3,Type of individuals participating (double-counting allowed),2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3,3.3,Type of individuals participating (double-counting allowed),2023,FY2023-Qtr3,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3,3.3,Type of individuals participating (double-counting allowed),2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3,3.3,Type of individuals participating (double-counting allowed),2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.1,3.3.1,Parents/caregivers,2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.1,3.3.1,Parents/caregivers,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.1,3.3.1,Parents/caregivers,2023,FY2023-Qtr3,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.1,3.3.1,Parents/caregivers,2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,0,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.1,3.3.1,Parents/caregivers,2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.2,3.3.2,Household members (household-level interventions only),2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.2,3.3.2,Household members (household-level interventions only),2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.2,3.3.2,Household members (household-level interventions only),2023,FY2023-Qtr3,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.2,3.3.2,Household members (household-level interventions only),2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,0,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.2,3.3.2,Household members (household-level interventions only),2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.3,3.3.3,School-aged children (only for USG school feeding programs),2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.3,3.3.3,School-aged children (only for USG school feeding programs),2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.3,3.3.3,School-aged children (only for USG school feeding programs),2023,FY2023-Qtr3,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.3,3.3.3,School-aged children (only for USG school feeding programs),2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,0,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.3,3.3.3,School-aged children (only for USG school feeding programs),2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.4,3.3.4,People in government,2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.4,3.3.4,People in government,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.4,3.3.4,People in government,2023,FY2023-Qtr3,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.4,3.3.4,People in government,2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,0,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.4,3.3.4,People in government,2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.5,3.3.5,People in USG-assisted private sector firms,2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.5,3.3.5,People in USG-assisted private sector firms,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.5,3.3.5,People in USG-assisted private sector firms,2023,FY2023-Qtr3,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.5,3.3.5,People in USG-assisted private sector firms,2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,0,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.5,3.3.5,People in USG-assisted private sector firms,2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.6,3.3.6,People in civil society,2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.6,3.3.6,People in civil society,2023,FY2023-Qtr2,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.6,3.3.6,People in civil society,2023,FY2023-Qtr3,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.6,3.3.6,People in civil society,2023,FY2023-Qtr4,AOR/COR Approved,Submitted to MEL-TA,-,0,-,,N,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.6,3.3.6,People in civil society,2024,FY2024-Qtr4,DE In-Progress,Not Ready,-,-,-,,Y,
USAID,Bureau for Resilience and Food Security (RFS),FTF MSP Food Loss and Waste Partnerships Facility,00005972,EG.3-2,FTF,_Multi-region/Global,-,3.3.7,3.3.7,Laborers (Non-producer diversified livelihoods participants),2023,FY2023-Qtr1,DE In-Progress,Not Ready,-,-,-,,Y,
